Load (lbf),Resistance (Ohms)
7.07041,3643.53384
7.07716,3471.81136
7.08744,3379.09713
7.09384,3547.64551
7.10165,3435.18866
7.11053,3500.80905
7.11599,3628.42615
7.12481,3523.94266
7.14534,3532.34116
7.16224,3438.84492
7.17628,3515.86984
7.18414,3407.62561
7.18843,3520.16824
7.19335,3505.68914
7.19615,3532.65223
7.19662,3548.56695
7.19819,3450.91869
7.20185,3465.99717
7.20555,3453.09015
7.20899,3429.95621
7.21134,3541.29795
7.21249,3480.90952
7.21391,3452.20769
7.21656,3578.94446
7.21947,3400.77294
7.22393,3570.14531
7.2305,3431.15299
7.23336,3423.28903
7.23997,3332.86666
7.24845,3359.97567
7.25318,3440.04322
7.25637,3349.16618
7.26102,3557.38199
7.26889,3454.1488
7.27405,3476.9091
7.27716,3420.87858
7.28179,3437.11328
7.28632,3457.07643
7.29177,3398.9807
7.29561,3349.22487
7.30407,3448.44932
7.31188,3368.42458
7.31631,3308.97898
7.31986,3471.80397
7.32523,3268.29493
7.33367,3292.31309
7.3401,3484.02488
7.34635,3347.36171
7.35292,3339.75402
7.35898,3318.21771
7.36524,3304.29714
7.37571,3344.80517
7.38017,3382.93826
7.3825,3427.00889
7.38664,3336.24274
7.39386,3401.39808
7.40336,3299.95103
7.4084,3392.39797
7.41595,3408.31597
7.42112,3327.29974
7.42458,3423.39937
7.42718,3336.85032
7.43114,3267.09289
7.4381,3314.53813
7.44162,3255.60868
7.44728,3298.30895
7.4535,3404.3988
7.45972,3259.03131
7.46176,3258.35991
7.46637,3127.30193
7.47418,3231.30252
7.48068,3363.99993
7.48351,3261.62885
7.49394,3275.96071
7.50384,3275.00385
7.50841,3301.98058
7.5129,3304.60937
7.51817,3199.91922
7.52382,3399.57655
7.52867,3375.95711
7.53684,3220.28076
7.54404,3425.18389
7.54657,3223.49046
7.54914,3292.42888
7.55294,3428.09911
7.55925,3350.95351
7.5644,3331.33362
7.56885,3341.02682
7.57706,3169.13917
7.58761,3263.72146
7.59158,3244.9313
7.59809,3369.58594
7.60431,3185.34432
7.60898,3210.05844
7.6131,3217.45714
7.61728,3157.25207
7.6226,3112.28595
7.62884,3160.08993
7.63398,3186.56652
7.64554,3217.06911
7.64866,3177.44864
7.65265,3226.95233
7.66,3250.83275
7.66897,3241.61688
7.67209,3119.13191
7.67662,3125.73044
7.68199,3253.1685
7.68988,3130.29786
7.69559,3203.30533
7.70853,3173.29624
7.71537,3208.16838
7.72115,3199.91136
7.72655,3135.26488
7.73231,3178.03669
7.73413,3260.47935
7.7362,3117.79272
7.73879,3302.524
7.74284,3090.35349
7.74916,3232.86385
7.75356,3034.20335
7.76019,3162.78088
7.76641,3225.5135
7.7729,3253.83499
7.7748,3082.96268
7.78077,3104.00364
7.78588,3162.92054
7.79485,3214.33258
7.80247,3167.48906
7.80741,3097.83845
7.81176,3078.93634
7.81456,3152.1739
7.81879,3209.90017
7.82919,3161.49904
7.83805,3243.73473
7.84258,3042.54805
7.84801,3257.32423
7.85749,3214.64827
7.86268,3185.0388
7.86718,3076.89143
7.87395,3108.65084
7.87982,3358.22049
7.88862,3083.72406
7.89878,3070.33162
7.90311,3111.4649
7.91054,3137.26293
7.91447,3054.79038
7.92018,2982.95674
7.92336,2981.29722
7.92813,2925.75191
7.93388,3039.82954
7.93966,3035.75882
7.94215,2915.92084
7.94504,2978.38137
7.95105,2986.07757
7.95738,3123.58059
7.95977,3038.29996
7.96107,3145.38714
7.96326,3045.90257
7.97061,3103.91954
7.97871,2998.32913
7.98322,2928.90935
7.9876,3002.51164
7.99361,2992.99065
8.00129,2987.17719
8.00708,3088.04356
8.01513,3020.35327
8.02333,2987.9909
8.02768,3101.6329
8.03295,3020.14297
8.03933,3111.40282
8.04457,2938.68621
8.0493,3066.7229
8.05521,3087.00474
8.05715,3013.25234
8.06244,3028.12556
8.06296,2870.26219
8.06927,2994.75545
8.07922,2810.98542
8.08651,2902.28501
8.09604,3117.90495
8.11041,3078.23721
8.12113,3040.31497
8.12971,3096.50147
8.1327,3019.39071
8.1389,3021.92067
8.14583,2976.56452
8.15078,2811.49115
8.15351,2875.30632
8.15794,3008.06071
8.16575,2934.39885
8.17116,2895.85037
8.17463,2920.04588
8.17806,2962.70977
8.18197,3040.13177
8.18494,2949.36774
8.18671,2951.55616
8.18875,2939.5612
8.19014,2769.63606
8.19224,2987.78666
8.19797,2955.45151
8.20903,2849.08774
8.21819,2889.97109
8.22732,2898.8556
8.23206,2891.43305
8.23533,2983.33919
8.23847,2808.11582
8.24712,2921.06841
8.2531,3027.63378
8.25585,3078.4146
8.2646,3020.67858
8.27442,2748.14914
8.28034,2886.32117
8.28558,2939.07671
8.29404,2941.23666
8.29561,2747.3704
8.30245,2962.45261
8.31045,2840.8215
8.31438,2860.36895
8.31896,2954.79093
8.3253,2762.86169
8.33064,2937.10654
8.33595,2822.13044
8.33678,2718.57967
8.33898,2807.72306
8.34393,2882.97235
8.34972,2788.94463
8.35521,2723.23776
8.35926,2797.52218
8.36746,2923.42986
8.37762,2813.89267
8.38172,2815.10148
8.38385,2813.01234
8.38787,2799.2685
8.39818,2794.77677
8.40863,2776.35642
8.41912,2738.89175
8.42079,2916.7969
8.42158,2901.89551
8.42423,2948.55948
8.42891,2705.81239
8.43352,2596.42517
8.44005,2789.46906
8.44573,2863.51071
8.45086,2717.68574
8.45533,2836.95167
8.45774,2880.15791
8.45842,2774.777
8.46266,2799.43588
8.47112,2790.40057
8.48575,2867.09504
8.49542,2781.22865
8.50366,2755.21102
8.50453,2804.78127
8.50521,2723.72996
8.50901,2925.91989
8.51486,2836.79382
8.52173,2657.79952
8.52326,2705.14448
8.52571,2675.22491
8.53837,2793.51157
8.54426,2779.82414
8.54635,2806.83437
8.55082,2801.88975
8.55422,2846.7755
8.56604,2770.86981
8.58131,2690.74671
8.59244,2822.75378
8.60139,2712.44274
8.61028,2748.20087
8.61439,2726.35379
8.61855,2712.9479
8.62539,2809.02598
8.62944,2837.55112
8.6308,2849.43078
8.63335,2745.73614
8.6363,2869.65348
8.64184,2651.35143
8.64825,2631.26875
8.6503,2851.18184
8.65166,2694.13358
8.65629,2851.76947
8.66302,2671.17774
8.66802,2687.85611
8.66906,2711.24474
8.6698,2721.98618
8.67173,2717.38061
8.67616,2790.91322
8.68298,2745.7007
8.69055,2742.31486
8.69398,2687.03094
8.70075,2776.72769
8.7118,2623.87587
8.71826,2630.81139
8.72414,2673.62627
8.73867,2672.10751
8.75431,2801.5695
8.76124,2769.91787
8.7656,2706.81617
8.77205,2600.89853
8.78197,2757.84692
8.78758,2572.64903
8.79512,2733.96862
8.80267,2708.83944
8.8126,2661.76952
8.81939,2777.51531
8.82324,2752.19599
8.82632,2834.0613
8.83001,2732.35192
8.8352,2709.0185
8.84138,2650.5292
8.84312,2466.71376
8.84844,2555.99814
8.85541,2600.70152
8.86145,2706.49895
8.86316,2752.8806
8.86487,2552.22826
8.86805,2706.78678
8.87376,2654.04901
8.8799,2677.97368
8.88261,2699.91674
8.88607,2592.24917
8.88939,2569.01085
8.89429,2605.03353
8.90158,2582.17577
8.90726,2690.32831
8.91123,2636.30069
8.91666,2612.77908
8.92219,2608.02257
8.92937,2682.1294
8.94525,2644.25934
8.95453,2649.86665
8.96629,2668.205
8.97384,2584.5519
8.97923,2598.32175
8.98885,2715.49893
8.99098,2499.21332
8.9951,2673.65736
9.00168,2591.62342
9.00801,2617.83663
9.0116,2495.03678
9.01537,2577.41377
9.01984,2604.84976
9.0274,2705.11747
9.0297,2557.82752
9.03222,2569.64279
9.03808,2531.07196
9.04415,2629.84057
9.04812,2596.82746
9.04987,2625.79139
9.05353,2578.07375
9.06157,2718.03961
9.0697,2468.86664
9.07306,2686.02887
9.07639,2551.77073
9.08048,2616.90317
9.08819,2619.33613
9.09498,2657.07885
9.0999,2660.0935
9.1081,2440.33317
9.11347,2751.45039
9.11582,2631.49751
9.12142,2460.98531
9.12933,2619.25793
9.1347,2574.7337
9.13813,2487.09629
9.14168,2621.58468
9.14636,2676.23978
9.15211,2628.73852
9.15536,2589.28288
9.1592,2580.79909
9.16508,2473.41836
9.17281,2683.36718
9.17957,2548.17377
9.18633,2496.2353
9.19554,2640.89148
9.20214,2660.20934
9.20584,2590.85207
9.21049,2568.01727
9.21612,2565.47177
9.21973,2577.39627
9.22263,2700.68456
9.2278,2455.159
9.23598,2620.81815
9.24031,2507.43007
9.2448,2505.61286
9.25072,2677.27024
9.2563,2595.57299
9.2603,2573.79363
9.26592,2556.11525
9.27394,2585.09607
9.28315,2564.44709
9.28969,2616.5065
9.3009,2437.21455
9.30675,2630.1574
9.31159,2459.1466
9.31883,2698.86878
9.32776,2669.131
9.34631,2674.25059
9.35957,2645.23054
9.37046,2425.58584
9.37809,2549.72523
9.38472,2476.26406
9.3915,2578.13562
9.39289,2503.02503
9.39446,2434.65215
9.39612,2525.67498
9.39879,2596.43452
9.40203,2587.13162
9.40749,2480.92718
9.41075,2513.12649
9.41611,2498.80179
9.42071,2434.45777
9.42394,2380.02797
9.42872,2515.30253
9.42984,2525.8449
9.43156,2538.73595
9.43478,2451.08291
9.4391,2492.35402
9.44454,2522.68015
9.44847,2457.36931
9.45066,2471.40366
9.45279,2406.67645
9.45708,2504.35919
9.46052,2481.36883
9.46275,2677.3235
9.4646,2501.14855
9.46615,2494.13924
9.47179,2656.37893
9.47934,2577.92777
9.49175,2450.85606
9.49989,2531.42886
9.51161,2661.12198
9.51575,2566.53044
9.52129,2465.10537
9.52877,2482.34083
9.5367,2553.84116
9.54617,2374.09235
9.55839,2449.00293
9.56776,2505.00707
9.57808,2535.61764
9.58242,2415.76622
9.58776,2421.63673
9.59517,2499.48438
9.60037,2482.26826
9.60151,2353.16445
9.6038,2442.55683
9.60888,2294.20037
9.61426,2440.54491
9.61816,2544.3171
9.6204,2440.65636
9.62284,2494.72796
9.6263,2454.97497
9.62774,2550.37977
9.63135,2454.99499
9.63415,2448.20042
9.6351,2465.05683
9.63759,2434.63773
9.64326,2603.49489
9.65089,2401.20211
9.65734,2446.42584
9.66227,2354.34137
9.67357,2493.12251
9.68601,2487.48716
9.69528,2489.66138
9.70765,2511.86096
9.71689,2429.67785
9.72596,2614.84737
9.72838,2424.78885
9.73299,2363.45407
9.74127,2413.07292
9.74673,2534.76691
9.75123,2497.24272
9.7575,2555.53556
9.76226,2429.64638
9.76601,2474.21718
9.76779,2333.58801
9.77127,2527.19345
9.77645,2443.62072
9.78367,2467.83003
9.78802,2228.63438
9.79327,2319.4454
9.80266,2405.91411
9.80886,2491.35687
9.81265,2470.74242
9.81699,2407.918
9.82203,2416.52507
9.82753,2375.58301
9.83072,2453.65523
9.83359,2309.56047
9.83717,2515.20958
9.84255,2278.41287
9.84974,2427.20493
9.85454,2480.19857
9.85824,2375.75023
9.86239,2476.14563
9.86958,2463.2987
9.87401,2229.40609
9.87947,2492.28495
9.88532,2306.67786
9.89118,2460.69549
9.89484,2466.55186
9.90197,2462.9525
9.91039,2387.6218
9.91456,2435.72461
9.91731,2405.04847
9.921,2397.50601
9.92843,2387.16253
9.93726,2287.3368
9.9429,2231.83171
9.94734,2342.35921
9.95373,2412.48585
9.95891,2315.7342
9.96665,2335.88488
9.97537,2453.68838
9.97948,2325.78237
9.98394,2362.39154
9.99182,2435.93778
9.99853,2500.8357
10.0064,2461.17413
10.0179,2415.21827
10.0202,2331.91638
10.0242,2335.30689
10.0286,2440.20901
10.036,2208.53155
10.0412,2251.89797
10.0457,2295.80052
10.0543,2294.6351
10.0623,2395.07463
10.0667,2361.34265
10.0726,2304.50121
10.0825,2360.72728
10.0882,2300.15482
10.1157,2306.25525
10.1388,2193.71237
10.1503,2187.37518
10.1559,2212.32234
10.1582,2455.03114
10.1605,2195.60803
10.1667,2183.62955
10.1727,2178.23899
10.1747,2248.6911
10.1758,2321.04779
10.1779,2274.83354
10.179,2392.77056
10.1799,2250.87511
10.181,2446.57979
10.1823,2390.25423
10.184,2229.80251
10.185,2281.92435
10.1872,2220.28483
10.1911,2336.1316
10.1941,2371.00728
10.1958,2434.10474
10.1979,2287.44095
10.2019,2216.76624
10.2055,2308.35329
10.2073,2278.7524
10.2077,2196.44222
10.2081,2316.79261
10.2097,2353.97
10.2131,2217.77451
10.2179,2374.70863
10.2188,2242.452
10.2204,2370.78951
10.2236,2273.27489
10.2341,2378.59006
10.2651,2240.30067
10.2937,2316.64057
10.3058,2242.71251
10.315,2186.52409
10.3195,2347.58584
10.3224,2189.9112
10.3266,2247.3698
10.3327,2219.12309
10.3342,2152.01902
10.3379,2218.94161
10.3433,2317.18347
10.351,2184.25474
10.3593,2191.16953
10.3675,2260.91516
10.3775,2242.62152
10.3822,2259.79331
10.3869,2276.38122
10.3938,2254.48007
10.3974,2164.71697
10.4012,2135.36698
10.4066,2271.65641
10.4124,2204.57447
10.4181,2203.99665
10.4223,2270.05078
10.4266,2248.79516
10.4355,2172.30924
10.4431,2088.54671
10.4491,2196.34412
10.4525,2197.34754
10.4576,2220.4455
10.4591,2308.23181
10.462,2186.22928
10.4657,2165.17782
10.4737,2196.5494
10.4812,2239.72576
10.4849,2015.37469
10.4888,1978.97872
10.4934,2202.25202
10.4987,2091.63532
10.5008,2007.31328
10.5061,2174.52172
10.5118,2239.95058
10.5202,2084.85906
10.5258,2108.63909
10.5364,2156.76781
10.547,2179.60135
10.552,2154.92748
10.5571,2109.02427
10.5623,2154.53409
10.5672,2103.30224
10.5711,2044.18397
10.5755,2038.51875
10.5841,2077.38455
10.5893,2163.37407
10.5944,2199.34002
10.5988,2107.19124
10.608,2102.9675
10.6119,2155.85187
10.6182,2227.47658
10.6235,2107.90729
10.6288,2128.61786
10.6338,2120.92216
10.6396,2176.1972
10.6466,2041.61303
10.6498,2122.5293
10.6528,2014.48289
10.657,1979.49184
10.6635,2112.6331
10.6703,2178.11962
10.6737,2139.60716
10.6779,2154.26031
10.6834,2013.62149
10.6875,2087.06216
10.6895,1975.13774
10.6922,2084.91202
10.6952,2075.94314
10.6992,2060.17027
10.7054,2060.00051
10.71,2102.98148
10.7131,2150.5295
10.7184,2151.31259
10.7219,2119.68702
10.7289,2092.04554
10.7353,2070.04254
10.7403,2160.30689
10.7492,2098.4837
10.7561,2058.96305
10.7624,2064.33246
10.7728,2052.88086
10.7777,2162.2697
10.7865,2202.52362
10.798,2124.31656
10.8018,1995.45937
10.8059,1978.64974
10.8163,1998.13321
10.8252,2062.59144
10.8323,2126.48231
10.8417,2083.07433
10.8442,2116.51181
10.8468,2177.32333
10.8521,2303.81355
10.8577,2196.84892
10.8627,2235.8625
10.8645,2241.17394
10.8676,2037.17006
10.8723,2167.22597
10.8811,1954.88033
10.8859,2050.01607
10.8933,1891.03592
10.9036,2041.41401
10.9067,2039.51109
10.9091,2027.15743
10.9123,2000.7813
10.9168,1972.60131
10.9238,2201.05299
10.9275,2113.16498
10.9323,2189.05477
10.9376,2107.91839
10.9429,2065.74509
10.9464,1963.79243
10.9499,2042.74638
10.9591,2023.58526
10.9655,2021.75879
10.966,2002.76376
10.967,2078.51328
10.9733,2158.18507
10.983,2206.34911
10.9897,2064.63213
10.9947,1932.29331
11.0019,2059.02121
11.0086,2097.81674
11.0129,1996.09347
11.0165,2046.18068
11.018,1994.23661
11.0198,1943.05331
11.0211,2007.93448
11.0223,1996.81679
11.0239,2204.5803
11.0239,2144.94003
11.0239,2024.88963
11.0238,2063.3897
11.0238,1940.3837
11.0238,1952.70478
11.0238,30987.7872
5.29243,424495.737
0.00395,356449.326
0.00314,395122.377
0.00101,364673.921
0.00019,384138.135
0.00016,380631.031
3.00E-05,380581.941
0.00015,381316.405
0.00015,424249.74
0.00035,390727.714
0.00038,397388.695
0.0004,408868.501
0.00051,417019.229
0.0005,435117.325
0.00063,437318.306
0.00066,441723.597
0.00061,460503.824
0.00071,529958.862
0.00072,524027.606
0.00071,496826.385
0.00077,481811.47
0.00077,488226.727
0.00084,493190.184
0.00094,480907.492
0.00103,487763.35
0.00091,512703.552
0.00096,490846.808
0.00093,496250.157
0.00099,517231.021
0.001,560196.572
0.00107,574972.264
0.00107,531000.057
0.00108,547895.599
0.00103,549193.333
0.0011,532599.082
0.0012,529251.254
0.00123,530131.137
0.00117,525831.556
0.00124,588139.679
0.00116,595700.473
