Load (lbf),Resistance (Ohms)
5.94879,5020.31012
6.00184,5000.86504
6.06629,5003.2106
6.12477,4861.66961
6.1926,4744.07269
6.24573,4621.42506
6.3307,4496.07602
6.39175,4445.69435
6.45121,4438.40605
6.49254,4418.06804
6.56331,4438.00432
6.63365,4368.03106
6.68145,4218.41165
6.7505,4182.64697
6.81938,4122.91212
6.88807,4122.50937
6.93559,4025.98471
7.0018,3899.77324
7.07595,3996.22629
7.11726,3928.68725
7.18977,3871.48296
7.26302,3872.53582
7.31077,3756.04909
7.38212,3682.90236
7.42948,3515.61615
7.5099,3443.33425
7.52558,3813.61279
7.52402,3650.85718
7.5207,3605.50508
7.51786,3778.6948
7.51553,3557.22663
7.5135,3605.42766
7.51162,3556.2745
7.5099,3803.25941
7.50843,3603.36169
7.50704,3594.48302
7.5056,82141.888
7.48071,515500.457
0.00207,518297.454
0.00197,589825.112
0.00192,564254.359
0.00177,600261.418
0.00164,543453.569
0.00163,605465.01
0.00163,765397.194
0.00154,647510.786
0.00141,640351.493
0.00151,662790.255
0.00136,633308.23
0.00148,718181.409
0.00144,725597.819
0.00129,799612.108
0.0013,754489.575
0.00133,751693.838
0.00123,728427.225
0.00129,759943.678
0.00137,774862.587
0.00115,686163.184
0.00126,661577.413
0.0021,700915.886
0.0043,755787.833
0.0083,58564.601
0.48231,19468.4613
2.7388,20958.913
2.89861,17583.9793
3.02059,16400.1901
3.1049,15726.1323
3.1667,14959.5856
3.23169,14479.2439
3.29167,13889.2763
3.34565,13090.9091
3.41306,12598.6846
3.48689,12216.6295
3.56084,11904.1152
3.59962,11557.2566
3.66141,11003.5318
3.73036,10711.3619
3.78309,10279.799
3.85998,10127.0145
3.91625,9759.52248
3.9783,9407.61774
4.04111,9186.14007
4.10904,8934.8623
4.16351,8729.37249
4.22577,8522.96022
4.29831,8469.13978
4.3493,8091.31858
4.41704,7945.92628
4.4794,7660.35832
4.54118,7529.47023
4.60269,7425.47035
4.65388,7292.90758
4.72355,7042.88581
4.79452,6980.31177
4.84086,6651.71497
4.92533,6755.81196
4.95704,6568.88951
5.04779,6538.11428
5.09463,6275.09736
5.14699,6327.8024
5.23649,6079.53302
5.27727,5973.20017
5.33657,5625.11695
5.42809,5803.16513
5.45321,5609.76589
5.5246,5546.42798
5.58443,5472.14871
5.63941,5423.61321
5.70935,5346.45016
5.77605,5165.42383
5.82632,5098.75004
5.89831,5100.01027
5.96262,5097.13738
6.00388,4860.58886
6.07723,4781.15906
6.1451,4798.04363
6.1994,4649.22793
6.27144,4561.65268
6.36483,4458.76087
6.41648,4501.96587
6.44185,4490.00869
6.47525,4338.97515
6.53996,4359.2609
6.60969,4515.72695
6.66382,4301.57393
6.72592,4172.94725
6.7993,3952.47729
6.88446,4071.95403
6.92089,3983.91199
6.99546,4089.60444
7.06403,3950.20981
7.09471,3846.53848
7.1543,3735.23456
7.24617,3810.65811
7.30478,3802.08177
7.36921,3761.98
7.41199,3690.08753
7.48449,3705.99646
7.51779,3585.30761
7.52395,3638.82402
7.52623,3596.69336
7.52586,3605.26725
7.52515,3741.36007
7.52435,3669.73198
7.52342,3806.93192
7.52244,3593.31621
7.52116,3618.47961
7.52014,3581.17725
7.51916,3728.22146
7.51813,3658.98881
7.51755,588692.985
0.00223,556532.246
0.0022,646076.408
0.00194,566667.349
0.00186,582299.916
0.00186,647326.175
0.00165,633478.679
0.00169,713101.422
0.00161,752142.044
0.00151,734275.602
0.00155,794687.088
0.00135,715762.825
0.00145,705927.892
0.00142,739588.618
0.00128,713832.957
0.00136,797623.907
0.00135,775735.72
0.00124,785382.869
0.00136,792802.313
0.00133,778338.718
0.00131,802789.359
0.00116,844012.775
0.00124,877957.205
0.00133,802268.027
0.00116,688198.329
0.00121,715989.635
0.00121,697645.98
0.00121,687823.263
0.0012,612255.94
0.0012,611634.974
0.00113,619545.449
0.00124,613198.007
0.0012,623074.901
0.00119,626066.519
0.00134,621098.372
0.00282,620817.661
0.00457,714627.472
0.00804,255517.505
0.08092,13824.2648
3.79685,12587.4444
3.66881,11953.8732
3.80982,11321.0098
3.90308,10723.4682
3.96796,10339.8786
4.03234,9928.76466
4.09274,9635.0814
4.1501,9243.50737
4.21308,9006.11455
4.28059,8768.27287
4.33963,8503.45011
4.40261,8305.22206
4.46624,7994.96765
4.52914,7867.17965
4.58558,7522.66636
4.64801,7393.46081
4.70949,7321.57712
4.77758,7161.91282
4.82217,6985.39015
4.88379,6868.21598
4.95628,6781.58657
5.0212,6520.63792
5.08311,6396.913
5.14908,6281.68909
5.21225,6306.71943
5.26961,6060.66077
5.32183,5839.17565
5.40601,5791.41579
5.46288,5852.15876
5.50524,5716.15075
5.57185,5788.99645
5.62915,5496.3283
5.69618,5415.5815
5.76386,5233.69348
5.82099,5092.59733
5.89227,5230.2379
5.94264,4932.89682
6.01023,4902.56992
6.068,4778.55639
6.13322,4803.0633
6.19091,4766.09817
6.26805,4697.79272
6.33192,4555.17939
6.40153,4552.43458
6.44853,4589.90254
6.50446,4409.10823
6.57671,4422.66046
6.63315,4277.31387
6.68913,4239.78392
6.75441,4238.8156
6.83144,4164.13628
6.88485,4036.80914
6.94441,4124.45945
7.01866,3931.56293
7.07342,3963.58241
7.13118,4002.5057
7.2077,3919.62296
7.26134,3859.84318
7.32108,3679.8441
7.38347,3750.2036
7.43932,3714.25027
7.50946,3621.93222
7.52849,3523.16316
7.52647,3731.74203
7.52339,3670.35489
7.52061,3648.50014
7.51818,3637.9208
7.51598,3555.31436
7.51416,3713.02909
7.51217,3660.04965
7.51044,3732.03829
7.50886,3786.97597
7.50724,3794.89789
7.50579,31626.6846
7.48845,523724.194
0.00225,537318.139
0.00215,585946.19
0.00203,648121.428
0.00189,657348.303
0.00182,714747.385
0.00171,765215.224
0.00162,727098.505
0.00155,824734.674
0.00158,805227.556
0.0015,797821.494
0.00155,806468.235
0.00149,660058.096
0.00159,706715.171
0.00145,742829.282
0.00149,722162.101
0.00148,710505.944
0.00141,709072.772
0.00137,696343.772
0.00124,744322.067
0.00136,842254.115
0.00123,791386.45
0.00133,767699.094
0.0012,715846.565
0.00135,734477.808
0.0013,677495.483
0.00201,656051.761
0.00373,636204.722
0.00626,883709.321
0.01719,25304.8052
2.68065,23760.5744
2.76815,20568.3152
2.90619,19011.8656
2.94682,17617.0927
3.01631,16756.5465
3.07415,16133.0194
3.14162,15530.4362
3.19916,14707.5688
3.27024,14128.6172
3.32309,13269.472
3.39761,12731.4814
3.45278,12241.237
3.52484,12034.6025
3.59561,11523.494
3.63836,11170.5432
3.69402,10769.3047
3.76526,10420.4079
3.81925,10062.008
3.89305,9798.46103
3.95695,9499.03101
4.01539,9199.92025
4.07122,9061.86431
4.14698,8760.22635
4.19846,8561.47997
4.26149,8078.46638
4.32989,8072.88616
4.38797,7890.72489
4.44941,7748.5815
4.51329,7563.97608
4.57687,7389.53919
4.63968,7123.04367
4.69192,6984.3305
4.75868,6929.10307
4.82473,6569.71018
4.88175,6557.50002
4.94924,6337.60536
5.00735,6289.74384
5.07216,6387.69207
5.13655,6271.74226
5.18337,5937.80195
5.26675,5951.08578
5.31083,5744.34987
5.38855,5715.05029
5.4506,5649.64797
5.51102,5536.86617
5.57107,5320.75229
5.62337,5458.27731
5.68289,5201.74867
5.75972,5175.77385
5.81108,5015.75183
5.8762,4815.25241
5.95301,4936.70517
5.99886,4758.41562
6.06578,4760.64006
6.12262,4683.16782
6.19006,4704.89623
6.25124,4495.54422
6.32503,4408.29904
6.40351,4414.68294
6.4406,4384.33943
6.48014,4414.03056
6.55104,4343.94389
6.6213,4240.43584
6.6736,4218.30848
6.73634,4100.26971
6.80918,4084.8442
6.88084,4034.58844
6.92145,3887.47464
6.99752,3831.27834
7.06466,3814.87451
7.10259,3902.62768
7.18073,3921.56368
7.25325,3751.59377
7.30259,3614.78022
7.37088,3670.49078
7.41866,3716.78405
7.49433,3551.59763
7.52378,3539.11691
7.52381,3683.17499
7.52214,3562.01237
7.51981,3687.49273
7.51756,3492.66833
7.51543,3605.69748
7.51356,3626.41885
7.51191,3574.72716
7.51036,3634.84001
7.50894,3569.44703
7.50764,610740.682
6.67824,532596.597
0.0022,532649.513
0.0021,570944.894
0.00196,621501.183
0.00191,657988.597
0.00179,655864.448
0.00168,722386.519
0.00171,726625.7
0.00164,798986.443
0.00161,824781.429
0.00156,769424.292
0.00149,794631.455
0.00145,745895.602
0.0015,809724.413
0.00143,859652.567
0.00144,844109.221
0.00143,807821.75
0.00136,801188.479
0.00143,790382.923
0.00138,751227.884
0.00131,724272.951
0.00126,797610.612
0.00131,808469.58
0.00128,770876.687
0.0013,754966.35
0.00134,772459.96
0.00124,769696.17
0.00127,798918.787
0.00136,754832.171
0.00298,839422.341
0.00514,840507.463
0.01033,55142.0228
0.65196,21468.5002
2.99966,19282.6715
2.96323,17497.3771
3.11955,16440.7813
3.18666,15367.8359
3.24424,14722.8955
3.3109,13890.3892
3.36505,13116.6669
3.42553,12720.0251
3.51227,12289.8349
3.56026,11849.1655
3.62312,11491.503
3.6614,11131.2326
3.71996,10858.8176
3.78675,10408.9117
3.84437,10029.6841
3.91319,9669.69545
3.97842,9426.88449
4.0507,9086.90742
4.10017,8927.36112
4.16474,8659.39497
4.22505,8414.79256
4.29175,8182.88278
4.35532,8135.91045
4.4128,7824.09927
4.47325,7657.48865
4.53558,7593.9912
4.59909,7295.86507
4.6711,7293.72046
4.71364,6916.30573
4.77951,6814.36187
4.85116,6776.75349
4.9044,6732.01458
4.96524,6536.80276
5.03547,6272.1738
5.10945,6275.24758
5.15957,6210.15229
5.23061,6059.97884
5.2933,5881.1638
5.33319,5922.47527
5.4254,5990.18937
5.47948,5734.18694
5.5276,5417.49788
5.59512,5424.16079
5.65387,5329.85838
5.73029,5312.73374
5.78717,5319.44866
5.84082,5037.34474
5.9121,5134.02865
5.97321,5017.27875
6.01686,4923.41018
6.0973,4726.52072
6.1521,4778.83883
6.21306,4647.91113
6.29187,4670.23396
6.36593,4611.89604
6.43646,4527.31228
6.45785,4505.82156
6.50978,4396.87949
6.57778,4343.043
6.64472,4251.02552
6.69573,4189.56244
6.76229,4222.21357
6.84749,4101.37574
6.9077,3974.60613
6.95271,4045.62578
7.03477,3900.00805
7.08957,3785.42346
7.12706,3716.40222
7.2113,3734.9788
7.28308,3645.04815
7.33386,3628.97429
7.39504,3731.44744
7.4451,3552.31503
7.50821,3690.41905
7.52396,3628.08534
7.52689,3564.37902
7.52478,3540.91443
7.52249,3659.42177
7.52036,3451.55843
7.51818,3644.18988
7.5165,3625.57911
7.51501,3587.64982
7.51387,3650.41245
7.51274,3631.0894
7.5121,493038.839
7.14192,554801.609
0.00213,592172.214
0.00199,585702.821
0.00191,607768.425
0.00175,644860.202
0.0017,708353.447
0.00162,731982.12
0.00164,701829.075
0.00154,784057.486
0.00151,817468.783
0.00138,850334.436
0.00152,829697.64
0.0014,836078.843
0.00143,779347.286
0.0014,903963.295
0.00133,879799.451
0.00134,844375.561
0.00127,755059.882
0.00121,751193.057
0.00127,709418.207
0.00131,726627.867
0.00121,745599.371
0.00116,850392.426
0.00116,864446.773
0.00116,851289.83
0.00114,779236.554
0.00112,833842.077
0.00117,843523.11
0.00109,768993.645
0.00113,685181.569
0.00117,663032.244
0.00127,667480.698
0.00288,759082.548
0.00486,733721.385
0.00872,171130.565
0.19957,16676.4477
3.43228,16331.3368
3.3443,13847.403
3.51832,12854.5836
3.58577,12498.0454
3.62053,11996.1315
3.68397,11537.1823
3.7504,11150.4702
3.80261,10679.8575
3.88161,10332.9766
3.94197,9969.83223
4.00371,9571.33301
4.05591,9301.16901
4.12835,9070.56929
4.18758,8736.73433
4.24937,8627.1235
4.31456,8391.0341
4.37351,8183.14152
4.43478,7848.73674
4.49995,7780.45281
4.56419,7559.96488
4.6209,7508.95903
4.6849,7344.97293
4.74954,7085.3299
4.81032,6905.70758
4.87319,6787.78545
4.93233,6640.46723
4.99532,6457.19006
5.06049,6439.77682
5.12474,6202.78764
5.18283,6067.19891
5.25125,5993.42353
5.29228,5966.05366
5.35677,5812.48128
5.43919,5630.48568
5.49865,5660.47517
5.55383,5524.05062
5.61488,5465.44249
5.66691,5219.00171
5.75257,5193.01349
5.79469,5163.15133
5.87122,4998.34649
5.93975,5037.20306
5.98829,4879.07567
6.05289,4682.53248
6.10939,4939.20089
6.17551,4647.49578
6.23462,4704.76658
6.31443,4606.1941
6.38034,4479.00052
6.43832,4335.67362
6.4671,4373.20784
6.53417,4277.4913
6.61018,4270.89869
6.65694,4211.87987
6.71763,4192.39936
6.79861,4044.42741
6.86891,4044.16308
6.91351,3963.19222
6.97155,4036.10758
7.05527,3798.84815
7.09364,3786.22351
7.15905,3825.62943
7.23998,3717.87732
7.29661,3804.27065
7.35804,3637.73114
7.40539,3661.88803
7.48297,3791.05046
7.51879,3577.36097
7.52569,3677.86793
7.52371,3694.02132
7.5213,3729.04818
7.51879,3598.99618
7.51691,3621.69918
7.51518,3662.72715
7.5134,3751.0809
7.51183,3680.42643
7.51062,575414.655
6.90191,540010.346
0.0022,579099.168
0.00203,585333.621
0.00193,641007.476
0.00189,671679.246
0.00164,728661.395
0.00157,701288.197
0.00164,694522.745
0.00148,864265.008
0.00149,849640.445
0.00144,840790.302
0.00143,852771.619
0.00141,840556.152
0.0014,909144.659
0.00136,950243.948
0.0014,808528.943
0.00131,756196.748
0.00122,738332.423
0.0012,739292.749
